"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31"
"C9orf140",7.5054500581,7.1543223086,8.2981587077,7.6334879536,8.2023780395,6.9914979235,7.8793056699,7.5452889283,7.5006183254,7.3560546394,7.8739786576,7.3869448616,7.393499145,6.8939979289,7.2787223059,8.1009298412,7.2631162056,7.5144471146,7.8593132287,7.6539015714,7.8317581413,7.5596519731,7.9884606981,7.3465386816,7.3572195655,7.0640627355,7.1403393924,7.5897683576,7.45756209,7.6973348705,7.4883326217
"CAMK2G",5.717401483,5.5326096623,5.4644691592,5.4193095125,5.2209101295,6.0313860382,5.9990858792,6.1703189541,6.3104681479,5.9315063863,6.593401433,5.5804773529,6.8935328849,5.6323982611,5.3975121458,8.0254929622,6.758751972,5.971200525,6.2800417004,5.3383950749,6.481595297,6.1500845867,5.9522599778,5.978725635,5.3200723443,5.117847599,5.9364682881,6.124771543,5.5673146821,5.3344613963,6.1935134702
"ADD3",5.9917546426,7.085033227,7.1546606266,6.4900921401,7.3040459155,6.6138732106,6.842758715,6.1145499589,7.3932082033,7.5759191799,7.1973926457,6.8812238317,6.5739850043,7.5398289683,7.159759461,7.0617203047,7.5273159987,7.1611637902,6.3999145012,6.3495882997,5.4754652862,6.090316986,7.0238213767,6.8841654007,7.4182428222,6.0166560538,6.9488108287,7.2276022699,7.4250071361,7.7869667265,7.1676403481
"TPM1",7.3466514292,5.9945229161,7.9096065831,7.8419736918,8.4885262311,7.3988496311,6.9343315147,6.5543290103,7.3468421892,4.1818998175,8.6571959129,6.652705292,6.1565153165,6.1029392979,6.5954241774,9.05501952,7.7028027852,6.6965804592,8.2617317358,6.4675602559,7.9919652325,8.2416881477,7.9036713521,4.9971741845,6.6453011976,8.4726697357,8.0913227483,9.8906370008,8.0961131896,5.3777857596,7.7267205876
"BTG2",5.5966520424,4.8655345948,5.9430880166,5.8653259768,6.0410762894,6.2555384016,5.1448446811,5.6877398239,4.6201356575,4.6557858431,6.0310768055,5.1918148378,5.472237556,4.252481066,5.6987727435,5.6018783159,6.0826634862,4.3018900484,5.4835365413,5.8184827495,5.9641146167,5.998521107,5.1140509525,4.7133553398,5.6031061839,5.3329354905,4.8679441998,5.1465989001,5.0172338573,4.7265435785,5.3893644144
"CTBP2",4.9256208668,5.4330269555,4.0001106079,3.8730511272,4.2658705962,3.9822154476,6.0907927675,5.539401472,5.0569179963,3.199237829,5.3148675296,4.4520022458,5.1623275909,4.5865446025,4.6406640156,5.0282903137,5.7913874357,3.3396124392,5.5510647546,5.9470708178,5.5481948037,5.0638421781,3.1242838923,6.4242177572,5.551161878,6.148200154,6.001208207,5.5562924969,5.9460224768,5.7982097533,5.4075956086
"UGP2",6.5081725281,5.075987275,6.4594172131,5.7897298833,5.6725083288,5.2083415701,6.3006614612,5.1739090181,5.8998122973,5.9664222745,4.6736609005,5.1918148378,6.0492538617,3.8524173413,5.2149840149,6.3308414557,6.8546733032,5.8746071481,5.8255112895,4.9334466208,6.0276633332,5.9072810678,6.0171098379,6.1500845867,4.7556719761,4.8949435991,5.4708390351,5.2201271607,6.0467702468,3.9472018627,6.2685654245
"EPHB2",4.5701539776,5.3870269897,4.535046417,4.082956508,4.0994478577,4.4200030037,4.1929224967,3.9975484667,5.3828819793,5.2132042905,6.1357993596,5.0036742569,3.8880953957,5.4716114529,5.1733519743,4.5534072149,5.2657534718,4.904201547,3.518679721,3.9921713527,3.7357655684,2.9305182742,5.1866904617,3.1849914468,5.631718581,4.8354921728,5.1033110171,4.7952459457,4.3434779786,5.967039333,4.6715788074
"SP4",4.3412819105,5.0338578819,4.6922851314,3.2116705719,4.0927273765,5.4130476457,5.5270541437,4.0040824404,4.0905214753,6.2706554046,6.4958402684,5.2356782873,4.5973451504,5.3384620871,5.2216749078,5.1133957986,4.8373915956,5.5747667199,4.9478101012,4.4834663179,4.094602855,3.6218353543,5.0608648966,4.0915086408,4.9156861146,5.5827487122,4.3770557803,5.7006526271,5.8707319806,5.9371335513,5.288998366
"HES1",4.6462128777,7.346032712,3.7851655235,3.7071599611,3.7113292087,5.6891423295,3.5177700133,5.4150392434,5.6597080944,5.603838427,4.0739408125,5.3782956703,3.6939160768,6.6971073722,4.5072639278,3.5275308398,3.486529622,6.168168317,3.5256170326,6.8720768451,3.0521634035,3.4190265818,6.1043291872,5.0052326622,4.6521678423,3.1689191655,5.4272135629,3.4612336552,5.0097612234,7.8652814896,5.2154802549
"MMADHC",5.0965728069,7.3310366479,4.9583754014,5.9004078419,6.2289989413,6.6483091163,5.6249042916,7.6896950103,6.5081725281,7.1229512459,6.0509105885,7.2722526239,3.8365633847,7.3827341732,7.4558082958,5.6640814525,5.536718635,7.1653700669,6.169292539,6.6753285365,4.364490822,5.7467897357,5.6629487805,5.3576039389,6.825858381,5.2156285817,5.8617032433,5.9231323149,5.5821338041,6.9361032404,6.1502266709
"LOC643888",8.4055928596,8.6098686387,9.2483396778,9.454522015,8.768534804,9.1368141492,9.3272655551,9.1665023233,9.2530203487,9.4320092797,9.3433460054,9.0742813679,9.4479385983,9.2505107133,9.0061247028,8.7998242916,9.4351395536,9.2479462502,9.0752595734,8.8219695356,8.3748340044,8.8449884668,9.3275467511,9.8350354784,8.8149577181,9.2142969802,9.0605612982,9.4840575149,9.2976411486,9.3309036716,9.9047872219
"GAR1",3.9141876631,4.2917357452,4.1366291947,4.6692744367,3.6296423379,4.0069333732,4.0820533237,3.6566920934,3.8823227047,4.2074899601,4.6582403767,4.6627604479,4.504371776,3.5576625871,4.058862304,3.9083982475,4.7235622834,4.3710721984,4.4348563754,2.9390962288,3.7943327754,3.1279009688,4.3275105071,3.7381843056,4.3236884161,4.5979727851,3.2551875945,4.9769212037,4.907645108,4.8668985539,4.5524421699
"LOC649143",5.8517047549,6.3132745892,2.6061801512,2.8819381053,3.1095208169,5.3042449204,6.0467702468,4.4206474519,3.0604508224,2.7539588512,3.1253171635,5.9152682811,4.0925007327,3.5576625871,5.4846702277,2.520086809,5.1246234144,4.6848511281,5.1565776956,5.8979186023,4.3770557803,5.0747861986,2.4080107314,4.7031068354,5.7146609736,5.0756662281,5.5600841565,3.0307850916,2.5168661663,3.3849080611,2.9119754921
"C16orf87",5.422044144,3.3224108405,4.9583754014,3.193888644,4.7874916959,3.1012443438,2.8680289775,2.8896824268,3.4314996937,2.966912399,3.0504631265,2.4126131256,4.9507954556,2.8598308837,2.40116449,4.393398853,3.2128421719,2.5686892251,3.3408059837,3.5736463376,4.8605035535,3.9435873625,4.6893679467,2.5885935501,1.9130541972,4.1199540354,2.1314271291,3.2268734816,3.4583486188,2.3126321262,2.7207093225
"CD36",9.7721956382,10.1967395402,10.1421455871,10.7785064821,10.6594381494,9.29080844,11.0641237766,10.9338766783,10.2828518072,10.5425504741,11.3677782919,10.2409471003,10.5370773738,10.1760203848,9.5536655079,10.7113388726,8.162188512,10.3065455349,9.9495675306,10.0021667303,10.9439766991,10.5829375414,10.2181596454,10.3358150916,10.3314178562,10.6806247764,10.6227191993,11.9867397585,11.0452986909,9.5019117525,10.5272114623
"ATP5F1",4.9619686846,3.8541172395,4.677404226,4.4035243422,4.1818998175,5.6522766447,3.4184664658,4.0635401527,3.5964875808,3.7362582885,4.8805081758,4.2213194558,4.8684975457,4.9761819322,4.9994303634,4.504113921,5.3212686832,4.0170157414,4.0126100257,4.4424212369,3.45931382,3.7006928069,3.2460017086,4.1305428118,3.8110083296,3.8055993619,4.3060231104,4.4080861405,3.0382713771,3.6955189379,3.4104106725
"LRRC3",4.8623269787,5.217656263,5.7994327445,5.850095397,5.1271785287,5.3552528136,6.2453038414,5.6754929266,5.2012665765,6.0866553296,6.7124691496,5.7071275941,7.1522380304,5.4145429559,5.554446205,4.560940543,4.7619570023,6.3302892793,3.6682616117,5.1945149312,5.4570335809,5.1277407779,4.7880268287,7.5186901197,5.2867011849,6.0442878287,5.3688001385,6.7460946767,6.3968155157,6.2024746023,5.909550753
"MLL3",8.4637680236,9.4467128354,9.4259816858,9.3620841391,9.490468391,9.5825424603,9.5732304085,9.7010379683,9.9724533498,9.5685025211,10.1348073939,9.4408796936,9.1924224544,10.7321109399,9.7365804913,8.9702000194,9.3932383568,9.3355385868,9.5766389443,9.3082658043,8.8321787368,8.7145482285,9.6856762363,9.7803604379,9.3014294887,10.3657940208,9.798488329,9.5372311624,9.8953919568,9.767255134,9.9760789181
"NOP2",5.2541063314,5.4641170813,5.8678526511,6.3340047026,5.5751370145,4.802131137,5.1775441799,6.2488106341,6.067823776,5.766511745,5.1395224061,5.3166261782,7.7392374643,5.9773011088,6.01569368,6.1839621326,6.4420394099,6.0895001403,6.1613615886,6.0106864168,6.1958039358,5.4501697592,6.1605730698,5.4287077456,4.7461547992,4.4186715128,4.9728442598,5.9177125188,5.0707737277,5.1394368167,5.4960498603
"TP53I13",4.5227459048,4.1526463944,5.4526639242,4.450398131,4.5532615295,3.6628652622,5.6484914577,4.1332618906,5.1276543065,4.6846418462,5.4437351923,4.326799536,3.787000319,3.1906017447,4.8701843848,5.3934769571,5.3857194652,3.6113308405,3.4513182718,3.9921713527,4.3910592129,4.7856323345,5.0482747723,4.2881810527,5.224439669,5.3989481565,5.6928624134,5.311146868,5.8998122973,5.8043743767,3.7607330672
"POLR1C",7.8539833567,6.2734258281,7.053236432,6.958837007,6.8859683763,6.7626417608,6.9137600458,6.6252060905,6.9454986872,6.3343981257,6.3708654344,6.8919060213,7.5705634089,5.9630372793,7.1946505543,7.3149200994,6.7140308629,7.2971677494,7.1407247767,6.3729255961,7.3003064695,7.3451619804,7.336148404,5.0348649448,5.5562924969,6.6426947343,6.7537168639,5.402299648,6.7279988725,6.3708654344,6.590181212
"NR3C2",6.9111990738,8.1772075105,7.217813988,7.6351453887,6.543101108,6.6395956224,9.3243122951,7.9614597072,7.8134032404,7.6593765016,8.297285396,8.3344871772,6.8590051168,7.2267512626,7.9703266195,7.0387610748,6.9752893479,6.92743954,8.3972019007,8.4345722987,8.0457273223,7.4411639814,7.5266210478,8.2340319099,8.6828956453,7.9637076204,7.2179381938,7.6146115209,7.3932082033,8.0376896694,7.2461856388
"ARIH2",3.8545223904,2.7927535985,5.1768928021,5.338369319,3.7029129796,3.6714884047,4.2766423514,4.5978059373,4.1661822771,4.8456747941,4.0589720913,3.3166968351,4.8942603532,3.305884558,4.1461442145,4.3098025008,4.2434350363,4.2703482738,3.9761002315,4.1158267246,3.7735574245,3.7938494276,4.1513833757,4.1090834681,2.983018723,3.3115247389,3.4886695478,4.5923090457,3.8891366171,3.9087488723,3.2485969969
"LOC401648",5.8401960685,5.7841657797,6.5925719441,6.1551433826,7.0474502422,6.2248466851,5.8783271164,4.9414309997,6.0551287035,6.7079743617,7.2099584704,5.7636584116,5.8842986831,6.6724710093,6.5735969762,5.9111022561,6.9413099758,6.2754460046,5.9172814295,6.4540428214,6.3876342641,5.8928825479,6.3714173829,6.3507581864,6.6173260806,7.5301146891,6.9846805263,6.9993468257,6.6173260806,6.9072390357,6.4895395692
"PKHD1",4.1880866974,5.7351583634,3.272270199,3.0132733263,3.3665789026,3.4266451363,3.7771679755,4.3401373619,3.20907726,3.2392449482,3.5462733929,5.4340489849,3.9072998744,4.5143350684,5.0210758371,2.5168661663,3.4192474769,5.4004586242,3.3596790592,4.8358818139,3.9191000739,3.2310588456,2.7581400081,3.9029332719,5.4098196022,4.1090834681,4.2191925505,3.6644588714,2.8969768018,4.2709375859,2.9020223283
"NR2F6",7.4957575732,7.7869667265,7.1609898826,6.3663069984,7.3106707716,7.0339025948,6.4686894219,8.694529416,7.9104114601,7.5836576761,7.0166386134,7.8302586387,8.0308239323,7.8189376325,8.2479654737,6.7883433449,6.8733421373,7.7922852362,7.7945258787,7.5757836457,7.6258741092,7.8928285514,8.3073019078,6.9668886738,7.940555986,6.9828209863,8.0928495155,7.5242754621,7.2934334282,7.9047423905,8.0675144731
"LOC100188949",5.5766690211,3.5364388591,5.0759121747,4.3273158588,5.5850161634,4.520234816,3.0955429798,3.7126956744,3.985897221,3.3746845454,3.657747438,3.1838588796,4.8255126377,3.9354300633,4.3586792794,5.5311548366,4.3081667419,3.0675493916,4.2836262953,4.901823933,4.7006408711,4.9008930522,4.6085784221,2.9915927134,3.4361470724,4.1450716275,3.4084685802,2.9466792677,3.5160090998,3.8907427293,3.3670984228
"MIR450A1",11.2120014433,11.1398167699,10.6788974868,10.6653444632,10.8253074684,11.3726654696,11.1354911372,10.6120826785,11.0246564877,11.3732984714,11.2903325188,10.9262615092,10.9136360483,11.0529137175,10.9719918556,10.8633190425,10.635560007,11.138459389,11.1406973862,10.776783464,11.2062628394,10.8650396898,11.1218363825,11.014254172,10.8613986388,11.0704420525,10.9218454855,11.3178497602,11.4404417963,11.3796865012,11.0790082371
"LOC100132888",9.7529585996,11.1283354885,10.9866705332,10.7124423535,11.8284819278,11.0800965374,11.5464188735,11.1056899746,11.2517532641,11.5827847719,12.9442745017,11.3151752198,7.5076618887,10.6493599517,10.6833805786,10.5215132817,7.0228473768,11.3503564712,10.4551072933,11.5370568567,10.6400005907,10.4426367806,10.7574411293,12.1258544349,11.3069139585,10.3803597849,10.627659517,13.1018976554,11.4297385268,12.2914020359,11.1336045629
"FEN1",9.817902147,10.2367298308,9.4575739685,8.8149577181,9.3455384876,9.2706070014,9.5958737679,9.4549430055,9.2609675896,10.0514244703,10.1080702532,10.0065066887,9.4053816713,10.1270010221,9.9067823585,9.0880016378,9.8886526807,9.8074119658,9.2919025053,9.8663701436,9.1671300602,8.8086419698,10.0708310373,8.751764252,10.2457988103,10.2658734883,9.9095659155,10.2815864054,10.2354319256,10.4554510394,10.3692810646
"SCP2",7.6058633606,8.1833996394,8.3593977034,7.9289087353,8.4977041038,8.4921427578,7.5926999729,8.6694904555,8.6522730728,8.3652268536,7.50199868,8.2925284279,8.0815375183,8.6162913336,8.074060685,7.7441041125,8.1108988291,8.0673284962,7.8965932264,8.1005392232,7.7393871054,7.8398161093,8.0153821352,7.9282554921,7.7548731559,7.2386108519,7.7343511815,7.814567201,7.8322108167,8.1276612607,8.5709005095
"DDX24",5.9364682881,6.4889360931,5.3436271524,5.7411440239,3.8448198087,5.5515741472,6.0839998883,5.6616469757,4.7118470904,4.0650732013,3.7574729824,6.1760431251,4.6779243152,4.3176250183,5.8322376031,4.1654152714,4.8529189668,5.7415115682,5.3491585451,6.3756736838,5.9143131141,6.3146608363,2.8496287148,5.9360365928,6.0171098379,4.9184357581,4.8321864517,3.6759503188,3.2281578589,4.0697173005,4.322258358
"TOX2",3.582562201,4.4240292372,4.8781531642,4.6625502747,4.5159512296,5.1911565365,3.2709779863,4.3576178902,4.3431128439,3.8813885789,3.657747438,3.5043461971,4.4016784489,4.1060075041,3.4556497384,3.8055993619,4.2942552128,4.3255971936,4.0853871846,3.4635816645,4.7625592281,3.6061600907,3.368724968,3.6020103259,3.044940704,3.1394703,3.7374141784,5.0910257192,4.1217610202,4.2238868113,4.813754261
"C3orf15",8.5654398536,8.3629424455,8.9105047358,8.651921176,9.4483165788,7.2202510697,9.318587547,8.4590836156,8.6301730649,8.7843129555,9.3251549813,8.8505320195,8.2736367696,8.8559174269,8.3048154767,8.9227673005,8.8514236803,8.0240997175,8.6366891565,9.0794846948,7.5638132251,8.676918758,8.6355907108,7.2453094291,8.7976199044,9.1906728823,9.1305295458,9.0974776127,8.9454622089,8.4699656572,9.2007328716
"C4orf31",2.5490249769,3.1986897646,5.0417895534,4.6942430169,4.9258400908,3.8846330554,2.9385387973,4.9414309997,4.3812081645,3.5846002701,2.3823696508,3.2949193593,3.7309588918,4.6020035546,2.9267382458,3.2330296538,3.3345076339,3.0613618327,3.4444346624,3.3645074552,2.5330884332,3.2212110401,3.3906312458,2.1220298262,3.1009323447,4.0712611502,2.2537799289,2.9986085286,3.4160567425,2.8177963039,2.5321231628
"CD22",8.8712701993,7.7155764033,6.6535921348,6.7496834032,6.0790473086,7.5310763674,6.4204277575,7.7797240503,7.3189356858,6.009327579,5.9318044096,6.8681533562,7.0772690915,7.1925389434,6.6793930025,6.7322114337,6.2561841937,5.9231323149,7.2114135593,7.7197040406,7.8403693372,7.6117543132,7.1627557847,7.0933230356,6.6034357911,7.5270432403,6.4948275583,6.3259812842,6.66000497,5.8409925324,6.872609367
"NDUFB6",3.582562201,3.026664439,6.744789736,5.7618340574,3.6483302419,2.3823696508,4.3710721984,2.1932635135,3.1391635832,2.7658082024,2.9564401663,2.8490568922,6.5547301321,3.2440701686,4.939503693,4.821255246,3.1923580135,2.4314366771,3.3596790592,2.9561961358,3.8500542702,3.3331580415,4.0226419232,3.007633762,2.5305065276,3.8302528926,6.4848856889,3.2093134443,4.1862260415,2.9217659838,2.4745493523
"LOC727751",6.8598676278,6.4981550262,6.117821114,6.0371646282,6.6007479428,6.6237828332,6.6791998081,6.2113217878,6.1775697958,6.2508837578,6.3898349883,6.3541939228,5.9046073414,5.4629669764,6.4170390695,6.5826566683,6.6386895189,6.1320361846,6.8272536744,5.7130906759,6.7355311686,6.6089853928,6.073257124,6.2993023443,6.4141841611,6.6594949675,6.759757293,6.1956408075,6.6824660399,4.4806398461,6.3396442221
"GRM1",6.8847645231,7.2041286951,7.1502769978,6.6648003778,6.8731749122,7.1189318198,6.5895447505,6.1458955463,7.296242403,7.3896364233,8.1077769877,6.6790066138,6.9250195435,7.6106502003,6.1143143184,6.9634512798,7.2251580345,6.9448686661,6.5033470255,7.0973761433,6.5067415879,6.4536704683,7.1086984052,6.8187202286,6.340194198,6.9711228495,6.694403728,7.6240511704,7.3282313657,6.6463410321,6.7624610327
"SLC9A1",4.7523389427,4.2548865218,5.110479357,4.7375108707,4.8668985539,3.7891667858,4.2658705962,3.6494293133,3.8465810845,3.8164895137,5.0714055406,3.4051702547,4.532741055,3.8110083296,3.6353973858,4.6933878934,5.7859979717,4.4415278405,4.5684546673,3.9921713527,4.3910592129,3.7715406326,5.1768928021,4.7312170769,3.1704297722,5.3738292351,5.2809271829,4.8354921728,4.417281432,4.5822963767,5.2595403264
"PML",7.3599261861,7.6448930419,7.132082948,6.9289315361,7.0049227277,7.1927504151,5.7023055236,6.3110692155,6.2084088761,7.5293842298,7.4027357472,7.4096097868,8.2174027699,7.046232617,6.857212099,7.9680573456,7.8718848519,7.2958708789,6.6968814298,6.5371272901,6.905826771,6.8172242789,7.3425060011,5.2827329106,6.8516925004,5.923868295,6.7150582359,7.3082407193,6.7816189153,7.5219760961,6.7596160544
"CD164",10.0813492859,10.346576672,10.2450888828,10.219548671,10.503840785,9.9730302648,10.3046817992,10.3820437758,10.5301182986,10.6999675372,10.3383317607,10.4557947855,10.3203477032,10.4896388919,9.261762926,10.2480486489,10.2017986432,10.6851943749,10.2117545486,10.1481205193,9.889407905,10.2247383779,10.5979315799,9.7982553874,10.3273911835,10.0875022359,10.4325742472,10.5272114623,10.4226184643,10.3757200099,9.9721433688
"LOC100128266",7.3835021307,7.1761068842,7.1272122972,6.8188854248,6.543101108,8.6665929254,5.7986980389,7.7390878232,7.3214011317,8.1773555599,6.7941800282,7.1806045813,7.1019887624,8.5307500129,6.671286966,6.3898349883,5.2429254463,7.5051506257,5.9710327582,7.7845429725,6.1190694193,5.8860517111,7.2046442171,5.7799427294,6.1953608218,6.6309198816,6.2906887301,6.396650083,7.0560533617,7.3747952968,6.4997816776
"MOBKL2A",9.8191849063,8.8200289754,10.5483497972,10.4507934746,10.4887342575,8.7815431019,9.6445020588,8.9020197849,9.0342231963,9.2071758515,9.22889557,8.920509274,10.5272114623,8.8667405706,9.8103506727,10.2919994026,10.9017313828,9.2493246853,9.889667155,8.9199047641,9.6887777281,9.6950661604,9.594527793,9.0260728937,9.4704911525,8.8973178542,9.2123636035,9.7304303393,9.8821885861,9.2945828781,9.0324346937
"C6orf54",4.0886043916,3.8825674326,3.9949504082,4.6834999479,4.3540829977,5.743187326,4.5402579475,4.9585664907,4.6201356575,4.947117014,4.7674179015,3.8189677238,4.7895896886,4.6160109934,3.3408756394,3.9834938509,4.6860900957,4.4415278405,3.9113030475,4.1508738036,3.4876201784,4.3820373959,4.1002233152,3.7825313033,3.8548861175,4.7734999585,4.1258999865,4.9559155554,4.0136081634,3.646635293,3.9902220026
"GNG5",6.5855310598,6.3694836595,7.7288388057,7.6922246408,7.49884933,6.6863534231,6.9531965681,7.2778259505,7.4642124723,7.0215645391,7.7774011716,6.6999080211,7.6102893995,7.2311005611,6.1457853877,7.2311005611,6.513983322,6.4108456684,6.7673947618,6.7538343061,7.1506914616,7.2719305359,7.0045653083,6.390656811,6.8312291723,6.7049482565,6.7361661406,7.45756209,6.8964371004,6.8281861363,7.088598796
"TAF15",11.2097196187,11.4329104885,12.3701574571,12.1055020354,11.6508225973,9.7433292888,12.1949949764,11.4634482462,11.4255472247,11.7969515381,11.8715925339,11.3677782919,11.2716119222,11.4829438497,10.8787953806,11.6212344605,10.7422878172,11.776038657,11.9377333125,11.0646759835,11.322844789,11.4568989222,11.7386224015,10.296956729,11.9524676322,11.5167718824,11.5032580817,11.9539968767,11.6212344605,11.8765946458,11.9667329537
"EXTL3",8.6857198003,7.712439633,9.4143198363,8.9538974592,8.4668115777,8.1825497963,8.841865227,8.3566833038,9.044386502,7.938150498,8.8111719314,7.5993269606,8.9957073644,7.6557291463,8.4927785779,9.274449266,8.9342271192,8.2256017692,8.5250237805,8.386155536,9.6103105827,8.8441485201,8.7515924276,7.4438902715,8.0055568513,9.483203066,7.9066420183,8.8618712722,9.042503012,7.978833805,8.5172169112
